Guid,AccountId,SuppliedName,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Subject,Priority,Description,ClosedDate,IsEscalated,Comments,Application__c,TypeDetail__c
c52b0d67-d4b3-4f18-96bb-7651b593199d,929614ff-c622-499b-8a68-d7f111eec76d,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
816ba99c-0c53-40ed-bce6-11046b8aed17,929614ff-c622-499b-8a68-d7f111eec76d,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
43c40227-bbfd-4c82-a222-371a554d09ca,fcb50842-1311-422f-9d5d-77db7ce3073e,#N/A,#N/A,#N/A,Problem,Approved,User didn't attend training,Pivot Table Help - Bad Data Sources in Template,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
3b816368-5b32-4797-bf4e-11d79e2dcdfc,18973a35-a6a4-4677-80bd-9e68134f50b6,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
ac45f6f1-34b9-469f-97ac-b53c48ad4b3d,5fec6d31-0cec-472f-8092-650994f7426f,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
430d98d8-2eb9-4486-bc86-271c5f9bd1dd,943e4f51-4cb0-4e29-8f1f-9b9f59de220f,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
1ef3d2de-9d9f-43ea-b4ee-aceeb88b87d3,bd8358df-49a9-49db-956f-2f1ba5ed461e,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,2024-08-21T17:26:00.000Z,false,#N/A,#N/A,#N/A
9a3d3bfa-2977-4e15-83c5-81e7eb69bad0,0938a1cc-70d6-4bcd-b7d7-890a7891544d,#N/A,#N/A,#N/A,Problem,Rejected,New problem,Administrative override feature not working,Medium,The administrative override feature is assigning controls to a non-admin.,#N/A,false,#N/A,#N/A,#N/A
0fc68cb6-ec6b-4d04-99c8-494d17a85a33,18849aff-d930-4d82-8b0b-19ffeb5e82c0,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
6e3784f5-985b-44a9-9943-351372e2927f,24b3318e-aa5b-43a6-8aa3-e2640b7751ed,#N/A,#N/A,#N/A,Problem,Rejected,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
c2bc0b1e-bde5-4085-ae1e-1ef43ec0e4bc,a22f6220-0a78-4bff-b0cb-9448f7a8db05,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
ddb87fe8-328a-42e3-8007-2d8d4ecbe29e,6dec60b7-7f75-40a5-b0bb-8e608fb05891,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
0c5df26b-1984-4bbb-b21c-9c0bf4566b45,410e52c7-b9de-422c-8c64-c6476218130f,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
a965db8c-bd91-4bed-aaff-3f0454aafc3e,d57d8915-3e62-411b-b542-344391fd3c88,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
c7885ffa-e3e4-42c3-bf6c-d200e811fe9c,c0f70127-fadf-4373-b1f1-d579d21ec2d0,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
f6b8c855-c935-4860-893d-412602366c6e,c0f70127-fadf-4373-b1f1-d579d21ec2d0,#N/A,#N/A,#N/A,Question,New,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
6b74d367-ff64-4015-b2f3-d3348fcf7841,0ac1f6e6-8143-4f40-989f-f1a8e10f8c42,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
70d633ad-635b-48b0-899a-7446b155c00f,a5aa7c75-f06d-4c5c-b618-b35262ec8121,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
bf2603e6-7899-4f34-b647-861f6e1132f9,0938a1cc-70d6-4bcd-b7d7-890a7891544d,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
dac92ac8-5c20-49bf-a798-333be363ce5d,a606e47b-3536-4bbf-bcf6-b53cecae9a8e,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
53f9aac0-f265-45d5-9876-8c7bb40d2e30,94489879-3e39-405e-97ee-314269e20b3e,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
e0164bac-013a-4476-be67-1406a7b03dd7,a55b7a9a-0127-487d-84a8-d914100a1284,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
8910ca1b-08b0-4736-88e1-60d42d1df7b8,32d41f1e-9a6d-4a33-8f7c-89ddfc2deb73,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
0648775a-2799-4fce-bc05-2f1195cb9e18,6e55185b-05e1-497f-b865-66135a444678,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
9f0ed576-54f9-4141-906a-25640ef1892c,318f8995-79ce-4d24-aa2f-078615f83231,#N/A,#N/A,#N/A,Problem,Pending Approval,Existing problem,Issue with picklists and checkboxes going away,Medium,Prefers Direct Phone Outreach,#N/A,false,#N/A,#N/A,#N/A
f373cc1a-d6cb-401e-8a42-911cb0ab3048,376950b9-6649-4440-a8f2-e3e6d8431ebc,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
bd404be6-9450-4cac-8538-8ce27d76842c,b668ff72-3239-4524-9755-1d088e5687ae,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
703f5307-b22d-4486-828b-44617e0f20a7,376950b9-6649-4440-a8f2-e3e6d8431ebc,#N/A,#N/A,#N/A,Problem,Rejected,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
cc26c204-77bf-4699-8e29-a54d2d6185e8,411dfba5-1824-41f5-ae7b-3f9f7e4d572d,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
517a20a9-dcf4-43f0-9d61-64585d5f8e44,f5d55947-3702-44f3-8eab-4c88dfdba642,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
7b442d04-52ba-43ec-835a-4a941419a3f7,a55b7a9a-0127-487d-84a8-d914100a1284,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
9623aa11-0231-4f65-9838-f03a957c207d,cbb55378-658e-4ee2-8e76-62f36dad0d26,#N/A,#N/A,#N/A,Problem,Closed,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,2024-08-21T17:25:58.000Z,false,#N/A,#N/A,#N/A
22dae632-1eec-4a92-b25c-d5d25627fd7e,efde0613-0606-490f-a795-14d7f5dd98c5,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
662c1eec-e646-45f7-956a-23cc51f231e3,5fec6d31-0cec-472f-8092-650994f7426f,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
c59da6b5-428b-4856-833e-ba9c829f4e0a,50abb216-b7d6-499c-bb6e-6c1423b2a616,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,2024-08-21T17:26:10.000Z,false,#N/A,#N/A,#N/A
7e6728b7-ec7e-4bf4-bba2-b8c02947bf5c,8dcb3cf5-ee59-4c31-8afe-c72bb7ae8ae3,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
ab7eab2e-0069-4a8a-afa9-7c4ed44bae43,6dec60b7-7f75-40a5-b0bb-8e608fb05891,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
11d6e7a7-4bf4-45de-bf78-b2357d3af789,27c8ad18-a950-4731-b762-3360b7101156,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Trouble using the xyz widget,Medium,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
f8e379da-03be-433d-af92-1f3da5f954a1,18973a35-a6a4-4677-80bd-9e68134f50b6,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
6a195081-2469-4f8b-93dc-7c911e1d6263,7f2551b2-699d-48db-8080-6acc33b78454,#N/A,#N/A,#N/A,Problem,On Hold,User didn't attend training,Crash in chrome - instructed to clear cache,Medium,#N/A,#N/A,false,#N/A,#N/A,#N/A
873522bf-4073-430e-b035-e33a3c8ae1ab,0938a1cc-70d6-4bcd-b7d7-890a7891544d,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
edaa5aa6-339c-4164-9664-acee774fd4cb,710d6c62-80c6-4365-92a7-c606b322436a,#N/A,#N/A,#N/A,Problem,Closed,Complex functionality,Installing DatePicker,Medium,User Needs Help,2024-08-21T17:25:56.000Z,false,#N/A,#N/A,#N/A
54b24ccf-a769-437f-9ea6-7a6a9f322ab0,e7f1ac55-792d-4024-9b0f-66e250f52604,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
ae427ad2-e6ce-4ce1-a8d0-2666bf58d17d,961b9f89-59dc-4218-a555-f62a832bad7f,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
28f5135a-023e-459c-b1ef-7b5c6d837df5,f3f54a84-6f83-4a94-bce8-066375fb1e50,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,2024-08-21T17:26:05.000Z,false,#N/A,#N/A,#N/A
6aeb3d8e-6648-42c8-b724-1d8b4d2725a1,24e9f70f-c385-4e09-ac7c-95fca549c5f2,#N/A,#N/A,#N/A,Problem,Closed,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,2024-08-21T17:26:12.000Z,false,#N/A,#N/A,#N/A
93c7ad30-8915-4e57-a757-b59d0ddefc6e,a606e47b-3536-4bbf-bcf6-b53cecae9a8e,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
44ab5823-990b-46e2-96ab-61e2ff165c62,6f09e493-6a32-46d8-91f4-d1c1d0303a91,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
031fe68d-4a56-4677-8643-c12923cf2091,bedbb742-81b5-422f-b1d8-e7c9efcbadea,#N/A,#N/A,#N/A,Feature Request,Rejected,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
efc35baa-b9de-43e5-b440-f90c19a12de5,801c3650-d8d4-4b39-a851-457cab98dead,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
507aa7d6-4fac-4af4-8199-46bf7f585ed5,94f3025f-dca1-4df8-b7ec-9dda966e228d,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,2024-08-21T17:26:05.000Z,false,#N/A,#N/A,#N/A
7aefc1eb-5ccb-447a-a2ab-89ebfe076bb1,c41b226f-67f6-4c4f-bfcb-3c76d518d19a,#N/A,#N/A,#N/A,#N/A,Closed,#N/A,Issue resetting my password*,Medium,Having trouble resetting my password. I logged out and can't remember my password.,2024-08-21T17:26:00.000Z,false,#N/A,#N/A,#N/A
f51b7680-4ee2-4cbf-8957-9812cb3f500d,a606e47b-3536-4bbf-bcf6-b53cecae9a8e,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
8d1a86d0-7775-494b-98b1-f0a62c80f33e,866beba2-4413-498a-bf47-63cbb9d5bb48,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
975e4672-1af8-4bda-b3e4-3e239f77e9f3,755bc092-0d33-4c7b-be65-7dc9ec458766,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
67450693-79a9-4a87-82c7-12d55fe090d1,710d6c62-80c6-4365-92a7-c606b322436a,#N/A,#N/A,#N/A,Question,Rejected,New problem,Discussing a New Report Scheme,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
fb8ad311-62cb-4314-8713-4a3267ac51c3,963fa712-67b9-41b5-8bea-59b24f9df95e,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
c61f2c92-8cf6-482b-962c-50a6a01b23b5,b502b5f9-e616-4de4-92d3-c0715225ebae,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,2024-08-21T17:26:12.000Z,false,#N/A,#N/A,#N/A
90cc448d-07bb-4f33-a580-d4c9d13049c2,c41b226f-67f6-4c4f-bfcb-3c76d518d19a,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
dd221c7b-3471-4aa3-8fd0-a70eb81931f0,106c6e97-f1b8-4550-9af5-3bb6a8581601,#N/A,#N/A,#N/A,Feature Request,Rejected,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
efa6027f-8453-40e0-99d5-4fb29ff35d7a,18a64b69-ab47-49c4-a92b-245ce84afc35,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
72edbdbf-3250-4b5e-9080-b7d1f5aa512e,cdabd1c4-7af7-4856-b85a-f914f125c256,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
bc4c3c3e-518c-4149-a033-2efca6da06e3,a3e87acf-b1f5-4cdd-a1c2-9ba65a993ce5,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
ce91a56c-e526-43b8-8385-b16419acb48d,1e7201f0-3122-4f6d-93f7-6e3a536798c7,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
40c01cf5-a0a9-46c6-95b2-33ffbc51abbc,#N/A,#N/A,#N/A,#N/A,Change Request,Approved,#N/A,Lead Source field on Lead Page Layout,Low,Lead Page Layout - Lead Source,#N/A,false,#N/A,Sales Cloud,Metadata
5b0fe675-307f-486a-8847-f6e449019204,52d6cf70-551d-41b4-84e8-9d84ee63d1be,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
f744153f-592f-4c7e-8e41-d680e950c486,5e48640b-3dfc-4944-9437-1f3dc394c641,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
31cefc85-1db5-4aa3-8d04-887edf6faef5,75d0e60f-b11c-476f-89e3-bcd2c10821fa,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,2024-08-21T17:26:08.000Z,false,#N/A,#N/A,#N/A
f5e328d3-349b-433e-af3a-9f98accc806c,c6917ff6-fa3a-4268-af25-9786647ad259,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
ef05d6c7-527d-4de5-ba1e-c6505c1b1232,4caef2a9-36d3-4605-aaa6-ad78903a9559,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,How to produce a word file instead of a pdf?,Medium,#N/A,#N/A,false,#N/A,#N/A,#N/A
2f9d7ba2-acc1-40e7-82c8-45a265353de4,410e52c7-b9de-422c-8c64-c6476218130f,#N/A,#N/A,#N/A,Question,Closed,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,2024-08-21T17:26:10.000Z,false,#N/A,#N/A,#N/A
9ab2ff1f-7a24-46e4-ade6-abcf5496e60d,376950b9-6649-4440-a8f2-e3e6d8431ebc,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,2024-08-21T17:26:03.000Z,false,#N/A,#N/A,#N/A
ec57a833-948f-4bb8-8cbf-da7b0dfe3b5f,ebcd2db4-7c06-4fdd-9cc5-4cb4582bb147,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
e01fe265-c63a-4332-8cc2-b4bceac17d8c,ab64517f-1f3b-47a7-a1fd-8ecea56da292,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,2024-08-21T17:26:10.000Z,false,#N/A,#N/A,#N/A
fc2de382-ba3a-4b60-9efa-39d6d063fb1f,edb93323-3ab0-4115-9081-114bd6bfd23a,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
a5331bc5-b2d0-464d-9c1c-02f1d6e9934c,245a82ba-3220-4d32-8404-2b0cf11c61ba,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
69ee3533-cfae-4642-b35a-51c9be35b786,6af2cd9d-45b2-4fdc-b828-ce1202fdd7d1,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
e7b010a6-870b-4021-98fc-40ef7ed101a0,1131bb81-2f20-4695-8cda-9aac8653467c,#N/A,#N/A,#N/A,Question,New,Existing problem,Install Assistance,Medium,Prefers Direct Phone Outreach,#N/A,false,#N/A,#N/A,#N/A
7a15622e-bba0-4a9e-9f15-a91557b93c64,ebcd2db4-7c06-4fdd-9cc5-4cb4582bb147,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
74186716-587d-4252-8f9f-ad938b59bc1e,106c6e97-f1b8-4550-9af5-3bb6a8581601,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
bf4c7dc8-ca52-44d2-aaea-4409174ffe82,3de67c83-040e-4e3e-a3da-b352f73043e6,#N/A,#N/A,#N/A,Problem,Closed,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,2024-08-21T17:26:12.000Z,false,#N/A,#N/A,#N/A
527cb26c-7944-458c-83c4-e2c005523869,bd8358df-49a9-49db-956f-2f1ba5ed461e,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
1791be65-6fdb-449d-a2ea-eaabae58c2e0,d221d4bb-3efe-4d72-bf12-0751eb4a9296,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
6e875b63-887d-438c-9bf6-25c162b9abbb,18973a35-a6a4-4677-80bd-9e68134f50b6,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
dc3767be-9a29-4175-b975-fbc1214cc2ff,8d20fc37-4127-4e68-a46f-f01ea0597ce2,#N/A,#N/A,#N/A,Question,Closed,Instructions not clear,Adding Parameters to Button,Medium,EMEA Case,2024-08-21T17:25:58.000Z,false,#N/A,#N/A,#N/A
45ecb7b7-4777-4c11-b13a-4b34eb7e8904,0ac1f6e6-8143-4f40-989f-f1a8e10f8c42,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
1c53eb51-e96d-4a31-a5f0-3a34766603c9,4ed5c089-8727-49b0-a443-c6b31069938f,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
4e398d5f-5aa9-4613-b294-6fa0fa78d91f,24b3318e-aa5b-43a6-8aa3-e2640b7751ed,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
b7c321fb-40fe-4a6e-be1f-ea396b35380f,83f11b7d-7308-447d-8fd3-a9cd4494668b,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
3e26fcad-e3fa-471e-9974-17e7980b20ba,0877a566-c2a3-4c82-9bc2-9d651a1a7452,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
cafd84fe-39e0-4dd7-bd7d-f0b33229e892,410e52c7-b9de-422c-8c64-c6476218130f,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
31c2dc54-ccfa-4635-b1c4-fc2855ab318c,2bf33df0-1ef1-4e67-87f1-4ab40cc4f13f,#N/A,#N/A,#N/A,Question,Escalated,Instructions not clear,Can we add multiple users at once?,Medium,I'd like to add a few new users at one time.  Is this possible?,#N/A,false,#N/A,#N/A,#N/A
e88160ad-e4b6-4dd7-8dfc-9ba732694781,8935e75f-d5c0-4863-ab47-e2a17be1cb9d,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,2024-08-21T17:26:03.000Z,false,#N/A,#N/A,#N/A
7f53609f-98ad-41d7-9cce-08171cf105bc,376950b9-6649-4440-a8f2-e3e6d8431ebc,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
81051096-0b49-4bcd-a3be-e5449b01ae48,906989b6-d4e8-4482-b2df-7066a0403f99,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
5d3af33e-114c-4f18-82e3-ceb9fad4f010,acf7b700-0197-4156-ae58-17f6b388d3de,#N/A,#N/A,#N/A,Question,Closed,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,2024-08-21T17:25:58.000Z,false,#N/A,#N/A,#N/A
04d09143-c220-4888-8dcb-c54470557d14,7f2551b2-699d-48db-8080-6acc33b78454,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
